incidente_id,fecha,motivo,prioridad,airline_iata,airline_name,agente_id,is_resolved,estado,minutos_retraso_asociado,satisfaccion_cliente,tiempo_resolucion_horas,mes,anio
CAS-119205,2026-06-10,Retraso de Vuelo,alta,IB,Iberia,USR_005,True,resuelto,122,4.6,7.8,6,2026
CAS-119206,2026-06-10,Cancelación,alta,DL,Delta Air Lines,USR_014,True,resuelto,0,4.2,0.5,6,2026
CAS-119207,2026-06-10,Retraso de Vuelo,alta,TK,Turkish Airlines,USR_014,False,pendiente,90,2.0,,6,2026
CAS-119208,2026-06-10,Retraso de Vuelo,alta,IB,Iberia,USR_004,True,resuelto,98,3.2,4.7,6,2026
CAS-119209,2026-06-10,Retraso de Vuelo,alta,AC,Air Canada,USR_007,True,resuelto,191,3.3,5.7,6,2026
CAS-119210,2026-06-10,Retraso de Vuelo,alta,AA,American Airlines,USR_005,True,resuelto,167,4.4,6.5,6,2026
CAS-119211,2026-06-10,Equipaje,media,IB,Iberia,USR_006,True,resuelto,0,3.6,6.9,6,2026
CAS-119212,2026-06-10,Retraso de Vuelo,alta,B6,JetBlue Airways,USR_015,True,resuelto,127,3.3,2.8,6,2026
CAS-119213,2026-06-10,Retraso de Vuelo,alta,CM,Copa Airlines,USR_015,True,resuelto,61,3.9,3.2,6,2026
CAS-119214,2026-06-10,Problema de Pago,baja,CM,Copa Airlines,USR_006,True,resuelto,0,4.2,4.3,6,2026
CAS-119215,2026-06-10,Retraso de Vuelo,alta,CM,Copa Airlines,USR_008,True,resuelto,182,3.9,4.2,6,2026
CAS-119216,2026-06-10,Cancelación,alta,AC,Air Canada,USR_005,True,resuelto,0,4.5,7.8,6,2026
CAS-119217,2026-06-10,Equipaje,media,TK,Turkish Airlines,USR_002,True,resuelto,0,3.6,2.6,6,2026
CAS-119218,2026-06-10,Reembolso,media,LA,Latam Airlines,USR_005,True,resuelto,0,4.3,4.5,6,2026
CAS-119219,2026-06-10,Reembolso,media,CM,Copa Airlines,USR_003,True,resuelto,0,4.5,6.4,6,2026
CAS-119220,2026-06-10,Reembolso,media,TK,Turkish Airlines,USR_011,True,resuelto,0,4.9,2.7,6,2026
CAS-119221,2026-06-10,Retraso de Vuelo,alta,IB,Iberia,USR_003,True,resuelto,125,3.3,3.0,6,2026
CAS-119222,2026-06-10,Check-in,baja,UA,United Airlines,USR_013,False,pendiente,0,2.6,,6,2026
CAS-119223,2026-06-10,Cancelación,alta,DL,Delta Air Lines,USR_001,True,resuelto,0,4.1,7.1,6,2026
CAS-119224,2026-06-10,Cambio de Itinerario,media,IB,Iberia,USR_014,True,resuelto,0,3.1,5.1,6,2026
CAS-119225,2026-06-10,Cambio de Itinerario,media,TK,Turkish Airlines,USR_004,True,resuelto,0,3.1,6.4,6,2026
CAS-119226,2026-06-10,Retraso de Vuelo,alta,DL,Delta Air Lines,USR_012,True,resuelto,232,4.2,2.9,6,2026
CAS-119227,2026-06-10,Reembolso,media,AV,Avianca,USR_011,True,resuelto,0,4.6,0.9,6,2026
CAS-119228,2026-06-10,Cancelación,alta,UA,United Airlines,USR_012,True,resuelto,0,3.8,5.3,6,2026
CAS-119229,2026-06-10,Check-in,baja,AA,American Airlines,USR_008,True,resuelto,0,4.3,3.0,6,2026
CAS-119230,2026-06-10,Cancelación,alta,AC,Air Canada,USR_015,False,pendiente,0,2.0,,6,2026
CAS-119231,2026-06-10,Cambio de Itinerario,media,AV,Avianca,USR_014,True,resuelto,0,4.7,3.2,6,2026
CAS-119232,2026-06-10,Cancelación,alta,CM,Copa Airlines,USR_002,True,resuelto,0,4.0,7.8,6,2026
CAS-119233,2026-06-10,Check-in,baja,TK,Turkish Airlines,USR_001,True,resuelto,0,3.8,1.2,6,2026
CAS-119234,2026-06-10,Retraso de Vuelo,alta,AV,Avianca,USR_007,True,resuelto,35,3.4,5.0,6,2026
CAS-119235,2026-06-10,Problema de Pago,baja,AC,Air Canada,USR_005,True,resuelto,0,4.6,5.8,6,2026
CAS-119236,2026-06-10,Problema de Pago,baja,AA,American Airlines,USR_011,True,resuelto,0,4.7,7.4,6,2026
CAS-119237,2026-06-10,Cancelación,alta,CM,Copa Airlines,USR_012,True,resuelto,0,4.5,0.9,6,2026
CAS-119238,2026-06-10,Cambio de Itinerario,media,IB,Iberia,USR_010,False,pendiente,0,2.0,,6,2026
CAS-119239,2026-06-10,Retraso de Vuelo,alta,UA,United Airlines,USR_002,True,resuelto,14,4.5,2.6,6,2026
CAS-119240,2026-06-10,Cancelación,alta,AA,American Airlines,USR_010,True,resuelto,0,4.3,5.3,6,2026
CAS-119241,2026-06-10,Cancelación,alta,UA,United Airlines,USR_009,True,resuelto,0,4.5,7.9,6,2026
CAS-119242,2026-06-10,Retraso de Vuelo,alta,UA,United Airlines,USR_008,False,pendiente,46,2.9,,6,2026
CAS-119243,2026-06-10,Equipaje,media,DL,Delta Air Lines,USR_012,False,pendiente,0,2.4,,6,2026
CAS-119244,2026-06-10,Retraso de Vuelo,alta,AV,Avianca,USR_009,False,pendiente,176,3.1,,6,2026
CAS-119245,2026-06-10,Cambio de Itinerario,media,CM,Copa Airlines,USR_014,True,resuelto,0,3.8,5.7,6,2026
CAS-119246,2026-06-10,Retraso de Vuelo,alta,TK,Turkish Airlines,USR_002,True,resuelto,196,4.7,5.2,6,2026
CAS-119247,2026-06-11,Check-in,baja,B6,JetBlue Airways,USR_003,True,resuelto,0,4.1,5.3,6,2026
CAS-119248,2026-06-11,Cancelación,alta,LA,Latam Airlines,USR_004,True,resuelto,0,4.7,7.6,6,2026
CAS-119249,2026-06-11,Problema de Pago,baja,DL,Delta Air Lines,USR_010,False,pendiente,0,2.5,,6,2026
CAS-119250,2026-06-11,Cambio de Itinerario,media,B6,JetBlue Airways,USR_006,True,resuelto,0,5.0,4.5,6,2026
CAS-119251,2026-06-11,Equipaje,media,IB,Iberia,USR_002,True,resuelto,0,4.1,2.9,6,2026
CAS-119252,2026-06-11,Reembolso,media,AC,Air Canada,USR_003,False,pendiente,0,2.2,,6,2026
CAS-119253,2026-06-11,Check-in,baja,TK,Turkish Airlines,USR_004,True,resuelto,0,4.9,2.7,6,2026
CAS-119254,2026-06-11,Cambio de Itinerario,media,AC,Air Canada,USR_014,True,resuelto,0,4.8,4.8,6,2026
CAS-119255,2026-06-11,Reembolso,media,AA,American Airlines,USR_015,True,resuelto,0,5.0,7.4,6,2026
CAS-119256,2026-06-11,Retraso de Vuelo,alta,IB,Iberia,USR_011,False,pendiente,65,3.1,,6,2026
CAS-119257,2026-06-11,Equipaje,media,AV,Avianca,USR_013,True,resuelto,0,3.2,4.3,6,2026
CAS-119258,2026-06-11,Retraso de Vuelo,alta,DL,Delta Air Lines,USR_010,True,resuelto,16,3.4,7.3,6,2026
CAS-119259,2026-06-11,Cambio de Itinerario,media,DL,Delta Air Lines,USR_014,True,resuelto,0,4.9,3.6,6,2026
CAS-119260,2026-06-11,Check-in,baja,AV,Avianca,USR_005,False,pendiente,0,3.2,,6,2026
CAS-119261,2026-06-11,Cancelación,alta,AC,Air Canada,USR_002,True,resuelto,0,4.3,6.2,6,2026
CAS-119262,2026-06-11,Retraso de Vuelo,alta,AV,Avianca,USR_011,True,resuelto,127,5.0,6.7,6,2026
CAS-119263,2026-06-11,Cambio de Itinerario,media,CM,Copa Airlines,USR_007,False,pendiente,0,3.1,,6,2026
CAS-119264,2026-06-11,Cancelación,alta,AA,American Airlines,USR_011,False,pendiente,0,1.9,,6,2026
CAS-119265,2026-06-11,Reembolso,media,CM,Copa Airlines,USR_013,False,pendiente,0,1.9,,6,2026
CAS-119266,2026-06-11,Equipaje,media,B6,JetBlue Airways,USR_002,True,resuelto,0,4.9,1.4,6,2026
CAS-119267,2026-06-11,Cancelación,alta,B6,JetBlue Airways,USR_012,False,pendiente,0,1.9,,6,2026
CAS-119268,2026-06-11,Retraso de Vuelo,alta,UA,United Airlines,USR_005,True,resuelto,19,4.1,2.1,6,2026
CAS-119269,2026-06-11,Cancelación,alta,AV,Avianca,USR_003,True,resuelto,0,3.8,2.4,6,2026
CAS-119270,2026-06-11,Reembolso,media,AV,Avianca,USR_001,False,pendiente,0,3.4,,6,2026
CAS-119271,2026-06-11,Equipaje,media,LA,Latam Airlines,USR_004,True,resuelto,0,4.8,5.2,6,2026
CAS-119272,2026-06-11,Cancelación,alta,AC,Air Canada,USR_011,True,resuelto,0,4.8,7.1,6,2026
CAS-119273,2026-06-11,Cancelación,alta,TK,Turkish Airlines,USR_012,False,pendiente,0,3.2,,6,2026
CAS-119274,2026-06-11,Retraso de Vuelo,alta,B6,JetBlue Airways,USR_001,True,resuelto,149,4.9,3.0,6,2026
CAS-119275,2026-06-11,Cancelación,alta,AC,Air Canada,USR_008,True,resuelto,0,3.4,4.7,6,2026
CAS-119276,2026-06-11,Cancelación,alta,AV,Avianca,USR_013,True,resuelto,0,3.8,5.3,6,2026
CAS-119277,2026-06-11,Equipaje,media,TK,Turkish Airlines,USR_015,True,resuelto,0,3.3,2.0,6,2026
CAS-119278,2026-06-11,Problema de Pago,baja,DL,Delta Air Lines,USR_001,True,resuelto,0,3.5,1.5,6,2026
CAS-119279,2026-06-11,Retraso de Vuelo,alta,AV,Avianca,USR_013,True,resuelto,122,3.8,4.4,6,2026
CAS-119280,2026-06-11,Cambio de Itinerario,media,IB,Iberia,USR_004,True,resuelto,0,3.7,0.7,6,2026
CAS-119281,2026-06-11,Retraso de Vuelo,alta,AA,American Airlines,USR_010,True,resuelto,237,4.2,2.3,6,2026
CAS-119282,2026-06-11,Cancelación,alta,AA,American Airlines,USR_003,True,resuelto,0,4.0,1.8,6,2026
CAS-119283,2026-06-11,Cambio de Itinerario,media,UA,United Airlines,USR_011,True,resuelto,0,4.3,3.9,6,2026
CAS-119284,2026-06-11,Cancelación,alta,AV,Avianca,USR_004,True,resuelto,0,4.8,3.0,6,2026
CAS-119285,2026-06-11,Retraso de Vuelo,alta,IB,Iberia,USR_001,True,resuelto,23,4.4,6.0,6,2026
CAS-119286,2026-06-11,Problema de Pago,baja,AA,American Airlines,USR_006,True,resuelto,0,4.6,0.7,6,2026
CAS-119287,2026-06-11,Cancelación,alta,B6,JetBlue Airways,USR_015,False,pendiente,0,2.9,,6,2026
CAS-119288,2026-06-11,Cancelación,alta,DL,Delta Air Lines,USR_005,True,resuelto,0,3.8,2.2,6,2026
CAS-119289,2026-06-11,Equipaje,media,DL,Delta Air Lines,USR_013,True,resuelto,0,4.2,6.9,6,2026
CAS-119290,2026-06-11,Cambio de Itinerario,media,TK,Turkish Airlines,USR_002,True,resuelto,0,3.2,1.3,6,2026
CAS-119291,2026-06-11,Cancelación,alta,UA,United Airlines,USR_014,True,resuelto,0,4.6,5.0,6,2026
CAS-119292,2026-06-11,Cambio de Itinerario,media,AC,Air Canada,USR_010,False,pendiente,0,2.7,,6,2026
CAS-119293,2026-06-11,Retraso de Vuelo,alta,LA,Latam Airlines,USR_011,False,pendiente,98,2.5,,6,2026
CAS-119294,2026-06-11,Check-in,baja,LA,Latam Airlines,USR_005,True,resuelto,0,4.0,6.3,6,2026
CAS-119295,2026-06-11,Reembolso,media,AC,Air Canada,USR_012,True,resuelto,0,3.6,4.7,6,2026
CAS-119296,2026-06-11,Retraso de Vuelo,alta,CM,Copa Airlines,USR_014,True,resuelto,204,5.0,6.6,6,2026
CAS-119297,2026-06-11,Cambio de Itinerario,media,B6,JetBlue Airways,USR_007,False,pendiente,0,3.0,,6,2026
CAS-119298,2026-06-11,Reembolso,media,TK,Turkish Airlines,USR_010,True,resuelto,0,3.5,1.4,6,2026
CAS-119299,2026-06-11,Retraso de Vuelo,alta,AV,Avianca,USR_012,True,resuelto,83,4.1,3.6,6,2026
CAS-119300,2026-06-11,Cancelación,alta,DL,Delta Air Lines,USR_012,True,resuelto,0,4.8,0.8,6,2026
CAS-119301,2026-06-11,Equipaje,media,AA,American Airlines,USR_014,True,resuelto,0,3.7,0.8,6,2026
CAS-119302,2026-06-11,Retraso de Vuelo,alta,AC,Air Canada,USR_007,True,resuelto,124,4.3,5.4,6,2026
CAS-119303,2026-06-11,Equipaje,media,B6,JetBlue Airways,USR_012,True,resuelto,0,5.0,0.6,6,2026
CAS-119304,2026-06-11,Cambio de Itinerario,media,LA,Latam Airlines,USR_005,True,resuelto,0,3.7,4.3,6,2026
CAS-119305,2026-06-11,Reembolso,media,IB,Iberia,USR_014,True,resuelto,0,3.9,3.1,6,2026
CAS-119306,2026-06-11,Retraso de Vuelo,alta,B6,JetBlue Airways,USR_008,True,resuelto,7,4.5,5.0,6,2026
CAS-119307,2026-06-11,Problema de Pago,baja,AV,Avianca,USR_006,False,pendiente,0,2.7,,6,2026
CAS-119308,2026-06-11,Reembolso,media,AC,Air Canada,USR_008,False,pendiente,0,2.2,,6,2026
CAS-119309,2026-06-11,Cancelación,alta,IB,Iberia,USR_008,True,resuelto,0,4.5,1.9,6,2026
CAS-119310,2026-06-11,Cancelación,alta,AA,American Airlines,USR_003,True,resuelto,0,4.5,7.7,6,2026
CAS-119311,2026-06-11,Retraso de Vuelo,alta,LA,Latam Airlines,USR_012,True,resuelto,206,3.8,4.3,6,2026
CAS-119312,2026-06-11,Cancelación,alta,AV,Avianca,USR_011,True,resuelto,0,4.5,4.9,6,2026
CAS-119313,2026-06-11,Cambio de Itinerario,media,DL,Delta Air Lines,USR_015,True,resuelto,0,3.4,3.0,6,2026
CAS-119314,2026-06-11,Equipaje,media,CM,Copa Airlines,USR_010,True,resuelto,0,3.1,6.8,6,2026
CAS-119315,2026-06-11,Reembolso,media,IB,Iberia,USR_003,True,resuelto,0,3.3,1.7,6,2026
CAS-119316,2026-06-11,Check-in,baja,DL,Delta Air Lines,USR_004,True,resuelto,0,3.9,1.4,6,2026
CAS-119317,2026-06-11,Cancelación,alta,LA,Latam Airlines,USR_006,True,resuelto,0,4.0,2.2,6,2026
CAS-119318,2026-06-11,Retraso de Vuelo,alta,AC,Air Canada,USR_010,True,resuelto,172,3.7,5.8,6,2026
CAS-119319,2026-06-11,Reembolso,media,IB,Iberia,USR_015,False,pendiente,0,3.3,,6,2026
CAS-119320,2026-06-11,Cancelación,alta,AV,Avianca,USR_011,True,resuelto,0,3.6,1.1,6,2026
CAS-119321,2026-06-11,Reembolso,media,AV,Avianca,USR_002,True,resuelto,0,4.8,1.7,6,2026
CAS-119322,2026-06-11,Reembolso,media,CM,Copa Airlines,USR_010,False,pendiente,0,2.5,,6,2026
CAS-119323,2026-06-11,Equipaje,media,IB,Iberia,USR_014,True,resuelto,0,3.1,2.3,6,2026
CAS-119324,2026-06-11,Cambio de Itinerario,media,AV,Avianca,USR_003,False,pendiente,0,1.7,,6,2026
CAS-119325,2026-06-11,Equipaje,media,LA,Latam Airlines,USR_001,False,pendiente,0,3.4,,6,2026
CAS-119326,2026-06-11,Retraso de Vuelo,alta,AA,American Airlines,USR_008,True,resuelto,236,3.6,0.8,6,2026
CAS-119327,2026-06-11,Check-in,baja,LA,Latam Airlines,USR_007,True,resuelto,0,3.0,5.6,6,2026
CAS-119328,2026-06-11,Retraso de Vuelo,alta,TK,Turkish Airlines,USR_006,False,pendiente,167,2.1,,6,2026
CAS-119329,2026-06-11,Check-in,baja,AC,Air Canada,USR_014,False,pendiente,0,2.3,,6,2026
CAS-119330,2026-06-11,Cancelación,alta,CM,Copa Airlines,USR_003,True,resuelto,0,3.1,1.4,6,2026
CAS-119331,2026-06-11,Problema de Pago,baja,UA,United Airlines,USR_004,True,resuelto,0,3.3,7.1,6,2026
CAS-119332,2026-06-11,Retraso de Vuelo,alta,IB,Iberia,USR_009,True,resuelto,187,3.5,7.9,6,2026
CAS-119333,2026-06-11,Reembolso,media,B6,JetBlue Airways,USR_002,True,resuelto,0,3.4,5.5,6,2026
CAS-119334,2026-06-11,Retraso de Vuelo,alta,B6,JetBlue Airways,USR_011,True,resuelto,82,4.9,6.5,6,2026
CAS-119335,2026-06-11,Check-in,baja,AV,Avianca,USR_015,True,resuelto,0,4.6,5.0,6,2026
CAS-119336,2026-06-11,Retraso de Vuelo,alta,LA,Latam Airlines,USR_003,True,resuelto,67,3.1,3.8,6,2026
CAS-119337,2026-06-11,Cambio de Itinerario,media,B6,JetBlue Airways,USR_014,False,pendiente,0,3.2,,6,2026
CAS-119338,2026-06-11,Reembolso,media,IB,Iberia,USR_006,True,resuelto,0,3.5,0.8,6,2026
CAS-119339,2026-06-11,Cambio de Itinerario,media,TK,Turkish Airlines,USR_006,True,resuelto,0,3.1,3.4,6,2026
CAS-119340,2026-06-11,Problema de Pago,baja,AV,Avianca,USR_005,True,resuelto,0,3.6,4.0,6,2026
CAS-119341,2026-06-11,Retraso de Vuelo,alta,AC,Air Canada,USR_006,True,resuelto,21,4.7,7.4,6,2026
CAS-119342,2026-06-11,Retraso de Vuelo,alta,IB,Iberia,USR_010,True,resuelto,160,4.7,4.4,6,2026
CAS-119343,2026-06-11,Retraso de Vuelo,alta,AV,Avianca,USR_006,True,resuelto,53,4.8,0.9,6,2026
CAS-119344,2026-06-11,Cancelación,alta,AV,Avianca,USR_013,True,resuelto,0,3.1,4.9,6,2026
CAS-119345,2026-06-11,Cancelación,alta,TK,Turkish Airlines,USR_015,True,resuelto,0,4.4,2.0,6,2026
CAS-119346,2026-06-11,Retraso de Vuelo,alta,B6,JetBlue Airways,USR_001,False,pendiente,16,1.9,,6,2026
CAS-119347,2026-06-11,Equipaje,media,IB,Iberia,USR_002,False,pendiente,0,1.5,,6,2026
CAS-119348,2026-06-11,Cambio de Itinerario,media,AA,American Airlines,USR_009,True,resuelto,0,4.1,5.7,6,2026
CAS-119349,2026-06-11,Retraso de Vuelo,alta,UA,United Airlines,USR_004,True,resuelto,201,4.3,1.0,6,2026
CAS-119350,2026-06-11,Problema de Pago,baja,AV,Avianca,USR_015,False,pendiente,0,2.9,,6,2026
CAS-119351,2026-06-11,Retraso de Vuelo,alta,AC,Air Canada,USR_006,False,pendiente,167,1.9,,6,2026
CAS-119352,2026-06-11,Equipaje,media,B6,JetBlue Airways,USR_004,False,pendiente,0,3.2,,6,2026
CAS-119353,2026-06-11,Cancelación,alta,AV,Avianca,USR_010,False,pendiente,0,2.4,,6,2026
CAS-119354,2026-06-11,Retraso de Vuelo,alta,IB,Iberia,USR_012,True,resuelto,9,4.8,1.3,6,2026
CAS-119355,2026-06-11,Cambio de Itinerario,media,TK,Turkish Airlines,USR_011,True,resuelto,0,3.9,5.7,6,2026
CAS-119356,2026-06-11,Reembolso,media,AC,Air Canada,USR_012,True,resuelto,0,3.9,1.3,6,2026
CAS-119357,2026-06-11,Equipaje,media,LA,Latam Airlines,USR_001,True,resuelto,0,4.3,6.8,6,2026
CAS-119358,2026-06-11,Cancelación,alta,CM,Copa Airlines,USR_005,True,resuelto,0,3.4,6.8,6,2026
CAS-119359,2026-06-11,Cambio de Itinerario,media,CM,Copa Airlines,USR_013,False,pendiente,0,2.4,,6,2026
CAS-119360,2026-06-11,Cancelación,alta,IB,Iberia,USR_012,True,resuelto,0,3.9,3.2,6,2026
CAS-119361,2026-06-11,Reembolso,media,IB,Iberia,USR_013,True,resuelto,0,4.7,7.7,6,2026
CAS-119362,2026-06-11,Equipaje,media,TK,Turkish Airlines,USR_013,True,resuelto,0,4.2,1.4,6,2026
CAS-119363,2026-06-11,Retraso de Vuelo,alta,B6,JetBlue Airways,USR_002,True,resuelto,198,3.3,4.3,6,2026
CAS-119364,2026-06-11,Reembolso,media,DL,Delta Air Lines,USR_002,True,resuelto,0,4.1,6.9,6,2026
CAS-119365,2026-06-11,Cancelación,alta,CM,Copa Airlines,USR_001,True,resuelto,0,4.6,5.1,6,2026
CAS-119366,2026-06-11,Equipaje,media,TK,Turkish Airlines,USR_008,False,pendiente,0,3.4,,6,2026
CAS-119367,2026-06-11,Reembolso,media,DL,Delta Air Lines,USR_009,False,pendiente,0,2.9,,6,2026
CAS-119368,2026-06-11,Retraso de Vuelo,alta,CM,Copa Airlines,USR_007,True,resuelto,177,4.8,6.9,6,2026
CAS-119369,2026-06-11,Cambio de Itinerario,media,AV,Avianca,USR_010,True,resuelto,0,4.2,7.7,6,2026
CAS-119370,2026-06-11,Equipaje,media,AC,Air Canada,USR_011,True,resuelto,0,3.5,0.7,6,2026
CAS-119371,2026-06-11,Cambio de Itinerario,media,UA,United Airlines,USR_009,True,resuelto,0,3.0,5.7,6,2026
CAS-119372,2026-06-11,Cancelación,alta,CM,Copa Airlines,USR_008,True,resuelto,0,4.5,5.5,6,2026
CAS-119373,2026-06-11,Retraso de Vuelo,alta,AV,Avianca,USR_015,True,resuelto,160,3.2,5.4,6,2026
CAS-119374,2026-06-11,Retraso de Vuelo,alta,IB,Iberia,USR_015,False,pendiente,47,2.4,,6,2026
CAS-119375,2026-06-11,Cancelación,alta,CM,Copa Airlines,USR_007,False,pendiente,0,2.4,,6,2026
CAS-119376,2026-06-11,Cancelación,alta,UA,United Airlines,USR_009,True,resuelto,0,3.5,6.8,6,2026
CAS-119377,2026-06-11,Retraso de Vuelo,alta,UA,United Airlines,USR_009,True,resuelto,239,3.9,4.4,6,2026
CAS-119378,2026-06-11,Retraso de Vuelo,alta,UA,United Airlines,USR_014,False,pendiente,202,1.8,,6,2026
CAS-119379,2026-06-11,Retraso de Vuelo,alta,AA,American Airlines,USR_008,True,resuelto,71,4.3,4.2,6,2026
CAS-119380,2026-06-11,Retraso de Vuelo,alta,UA,United Airlines,USR_002,True,resuelto,223,3.3,7.9,6,2026
CAS-119381,2026-06-11,Retraso de Vuelo,alta,AA,American Airlines,USR_007,True,resuelto,171,3.8,7.5,6,2026
CAS-119382,2026-06-11,Check-in,baja,AV,Avianca,USR_001,False,pendiente,0,1.9,,6,2026
CAS-119383,2026-06-11,Cancelación,alta,B6,JetBlue Airways,USR_008,False,pendiente,0,2.4,,6,2026
CAS-119384,2026-06-11,Cancelación,alta,AC,Air Canada,USR_002,True,resuelto,0,3.1,5.8,6,2026
CAS-119385,2026-06-11,Equipaje,media,UA,United Airlines,USR_009,True,resuelto,0,3.5,7.9,6,2026
CAS-119386,2026-06-11,Cancelación,alta,UA,United Airlines,USR_003,True,resuelto,0,3.4,4.7,6,2026
CAS-119387,2026-06-11,Retraso de Vuelo,alta,DL,Delta Air Lines,USR_013,True,resuelto,199,4.2,2.3,6,2026
CAS-119388,2026-06-11,Cambio de Itinerario,media,UA,United Airlines,USR_015,False,pendiente,0,2.2,,6,2026
CAS-119389,2026-06-11,Equipaje,media,UA,United Airlines,USR_006,False,pendiente,0,2.0,,6,2026
CAS-119390,2026-06-11,Retraso de Vuelo,alta,CM,Copa Airlines,USR_007,False,pendiente,50,2.4,,6,2026
CAS-119391,2026-06-11,Cancelación,alta,IB,Iberia,USR_001,True,resuelto,0,3.7,1.6,6,2026
CAS-119392,2026-06-11,Retraso de Vuelo,alta,B6,JetBlue Airways,USR_010,True,resuelto,108,3.8,4.0,6,2026
CAS-119393,2026-06-11,Retraso de Vuelo,alta,LA,Latam Airlines,USR_001,True,resuelto,131,4.1,2.3,6,2026
CAS-119394,2026-06-11,Equipaje,media,AA,American Airlines,USR_014,True,resuelto,0,3.2,4.9,6,2026
CAS-119395,2026-06-11,Retraso de Vuelo,alta,TK,Turkish Airlines,USR_014,True,resuelto,15,3.6,7.2,6,2026
CAS-119396,2026-06-11,Check-in,baja,AV,Avianca,USR_015,False,pendiente,0,2.6,,6,2026
CAS-119397,2026-06-11,Reembolso,media,DL,Delta Air Lines,USR_013,True,resuelto,0,4.7,1.3,6,2026
CAS-119398,2026-06-11,Reembolso,media,IB,Iberia,USR_007,True,resuelto,0,4.2,7.0,6,2026
CAS-119399,2026-06-11,Retraso de Vuelo,alta,AC,Air Canada,USR_013,True,resuelto,139,4.4,4.4,6,2026
CAS-119400,2026-06-11,Reembolso,media,DL,Delta Air Lines,USR_002,True,resuelto,0,4.7,3.5,6,2026
CAS-119401,2026-06-11,Reembolso,media,AV,Avianca,USR_008,True,resuelto,0,4.4,3.5,6,2026
CAS-119402,2026-06-11,Retraso de Vuelo,alta,TK,Turkish Airlines,USR_001,True,resuelto,165,4.2,1.4,6,2026
CAS-119403,2026-06-11,Retraso de Vuelo,alta,DL,Delta Air Lines,USR_002,True,resuelto,227,4.8,5.5,6,2026
CAS-119404,2026-06-11,Retraso de Vuelo,alta,DL,Delta Air Lines,USR_012,True,resuelto,181,4.1,5.5,6,2026
CAS-119405,2026-06-11,Cancelación,alta,DL,Delta Air Lines,USR_014,True,resuelto,0,3.6,0.6,6,2026
CAS-119406,2026-06-11,Cambio de Itinerario,media,UA,United Airlines,USR_004,False,pendiente,0,2.8,,6,2026
CAS-119407,2026-06-11,Cambio de Itinerario,media,IB,Iberia,USR_001,True,resuelto,0,3.3,0.9,6,2026
CAS-119408,2026-06-11,Cancelación,alta,TK,Turkish Airlines,USR_002,True,resuelto,0,3.3,5.4,6,2026
CAS-119409,2026-06-11,Retraso de Vuelo,alta,AA,American Airlines,USR_005,False,pendiente,181,3.3,,6,2026
CAS-119410,2026-06-11,Cambio de Itinerario,media,DL,Delta Air Lines,USR_005,True,resuelto,0,3.5,2.0,6,2026
CAS-119411,2026-06-11,Cancelación,alta,CM,Copa Airlines,USR_009,False,pendiente,0,1.6,,6,2026
CAS-119412,2026-06-11,Cambio de Itinerario,media,IB,Iberia,USR_006,False,pendiente,0,2.5,,6,2026
CAS-119413,2026-06-11,Retraso de Vuelo,alta,CM,Copa Airlines,USR_015,True,resuelto,206,4.7,2.7,6,2026
CAS-119414,2026-06-11,Cancelación,alta,DL,Delta Air Lines,USR_014,True,resuelto,0,3.4,0.7,6,2026
CAS-119415,2026-06-11,Problema de Pago,baja,CM,Copa Airlines,USR_006,True,resuelto,0,5.0,3.7,6,2026
CAS-119416,2026-06-11,Reembolso,media,B6,JetBlue Airways,USR_009,True,resuelto,0,3.8,1.0,6,2026
CAS-119417,2026-06-11,Equipaje,media,CM,Copa Airlines,USR_013,True,resuelto,0,3.5,5.0,6,2026
CAS-119418,2026-06-11,Cancelación,alta,DL,Delta Air Lines,USR_013,True,resuelto,0,3.4,1.2,6,2026
CAS-119419,2026-06-11,Problema de Pago,baja,UA,United Airlines,USR_011,True,resuelto,0,3.5,2.5,6,2026
CAS-119420,2026-06-11,Retraso de Vuelo,alta,DL,Delta Air Lines,USR_015,True,resuelto,29,3.3,0.9,6,2026
CAS-119421,2026-06-11,Retraso de Vuelo,alta,B6,JetBlue Airways,USR_008,True,resuelto,159,4.6,4.2,6,2026
CAS-119422,2026-06-11,Retraso de Vuelo,alta,IB,Iberia,USR_002,True,resuelto,135,3.7,0.7,6,2026
CAS-119423,2026-06-11,Cancelación,alta,DL,Delta Air Lines,USR_011,True,resuelto,0,4.3,7.5,6,2026
CAS-119424,2026-06-11,Reembolso,media,AV,Avianca,USR_008,True,resuelto,0,3.2,2.6,6,2026
CAS-119425,2026-06-11,Reembolso,media,CM,Copa Airlines,USR_004,True,resuelto,0,4.7,5.8,6,2026
CAS-119426,2026-06-11,Reembolso,media,UA,United Airlines,USR_001,True,resuelto,0,3.0,1.1,6,2026
CAS-119427,2026-06-11,Cancelación,alta,CM,Copa Airlines,USR_002,True,resuelto,0,5.0,6.4,6,2026
CAS-119428,2026-06-11,Problema de Pago,baja,CM,Copa Airlines,USR_003,False,pendiente,0,2.3,,6,2026
CAS-119429,2026-06-11,Cancelación,alta,DL,Delta Air Lines,USR_012,True,resuelto,0,4.7,7.0,6,2026
CAS-119430,2026-06-11,Cancelación,alta,UA,United Airlines,USR_004,True,resuelto,0,3.1,3.3,6,2026
CAS-119431,2026-06-11,Cambio de Itinerario,media,LA,Latam Airlines,USR_007,True,resuelto,0,4.6,3.0,6,2026
